name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
"""Jack's Place Public House""","""6830 E 5th Ave""",Scottsdale,AZ,85251,33.495833,-111.932901,4,65,Nightlife;Sports Bars;Dive Bars;Restaurants;Gastropubs;Burgers;Bars;American (New)
"""All American Modern Sports Grill""","""20751 N Pima Rd, Ste 105""",Scottsdale,AZ,85255,33.67455557,-111.8882176,3.5,106,Bars;Nightlife;Cocktail Bars;Sports Bars;American (Traditional);Restaurants
"""Dillon's KC BBQ""","""16335 W Northern Ave""",Litchfield Park,AZ,85340,33.550211,-112.410581,3.5,196,Restaurants;Barbeque;American (Traditional)
"""Jerk Hut Jamaican Grille""","""4115 N 19th Ave""",Phoenix,AZ,85015,33.4956607,-112.0997467,4,49,Caribbean;Restaurants
"""McDonald's""","""2225 W Deer Valley Rd""",Phoenix,AZ,85027,33.6832965,-112.1082641,2,22,Burgers;Restaurants;Fast Food
"""Stone & Vine""","""9343 E Shea Blvd, Ste 100""",Scottsdale,AZ,85260,33.5813336,-111.8795047,3.5,205,Nightlife;Restaurants;Bars;Wine Bars;Italian
"""In-N-Out Burger""","""7467 E Frank Lloyd Wright Blvd""",Scottsdale,AZ,85260,33.6364812,-111.919746,4,199,Fast Food;Burgers;Restaurants
"""Chao""","""1890 W Germann""",Chandler,AZ,85286,33.27663243,-111.873958,4,69,Thai;Restaurants
"""The Standard Kitchen & Cocktails""","""10050 N Scottsdale Blvd, Ste 127""",Scottsdale,AZ,85253,33.57815361,-111.9275842,4,36,Beer;Wine & Spirits;Gluten-Free;Food;Breakfast & Brunch;Restaurants;Cocktail Bars;Juice Bars & Smoothies;Bars;Nightlife;American (New)
"""Nogales Hot Dogs""","""2510 E Bell Rd""",Phoenix,AZ,85023,33.64089548,-112.028018,4,22,Restaurants;Mexican;Food Trucks;Food
"""Something Special Aviation Cafe""","""6801 N Glen Harbor Blvd, Ste 104""",Glendale,AZ,85307,33.5296307,-112.2972874,4.5,13,Event Planning & Services;Cafes;Party & Event Planning;Breakfast & Brunch;Restaurants
"""Smashburger""","""6807 E Baseline Rd, Ste 101""",Mesa,AZ,85209,33.3789313,-111.6873472,3,40,Restaurants;Burgers
"""Zaytoon Kabob Bistro""","""4804 E Chandler Blvd, Ste 108""",Phoenix,AZ,85044,33.3057767,-111.9798844,3.5,32,Restaurants;Afghan
"""Baghdad Restaurant""","""5060 W Bethany Home Rd, Ste 1""",Glendale,AZ,85301,33.5245114,-112.1678194,3.5,5,Middle Eastern;Restaurants
"""Nekter Juice Bar""","""9500 E Via De Ventura, Ste D-210""",Scottsdale,AZ,85256,33.55452556,-111.8760438,2.5,6,Acai Bowls;Juice Bars & Smoothies;Food;Ice Cream & Frozen Yogurt;Gluten-Free;Restaurants
"""Wildflower Bread Company""","""7001 N Scottsdale Rd, Ste 171""",Scottsdale,AZ,85253,33.53917966,-111.9236706,4,222,Bakeries;American (New);Restaurants;Breakfast & Brunch;Food
"""Caldero""","""7111 E Thomas Rd""",Scottsdale,AZ,85257,33.479935,-111.92777,4,36,Mexican;Restaurants
"""Pizza Fresh""","""1940 S Val Vista Dr""",Mesa,AZ,85204,33.3794143,-111.7541038,4.5,3,Restaurants;Pizza
"""Burger Shoppe""","""151 N 27th Ave""",Phoenix,AZ,85009,33.4505443,-112.1171555,3.5,23,Mexican;Burgers;Breakfast & Brunch;Restaurants
"""Subway""","""16841 E Shea Blvd, Ste 103""",Fountain Hills,AZ,85268,33.5745565,-111.7163752,4.5,5,Restaurants;Sandwiches;Fast Food
"""Wild Vines""","""41111 N Daisy Mountain Dr, Ste 117""",Phoenix,AZ,85086,33.85823293,-112.1121809,3,65,Tapas/Small Plates;Wine Bars;Bars;Nightlife;Beer;Wine & Spirits;American (New);Restaurants;Italian;Food
"""The Cutting Board Bakery & Cafe""","""2235 S Power Rd, Ste 116""",Mesa,AZ,85209,33.374985,-111.687163,4,299,Gluten-Free;Coffee & Tea;Bakeries;Beer;Wine & Spirits;Cafes;Vegan;Pizza;Food;Restaurants
"""Jasmine Tokyo""","""7000 E Shea Blvd""",Scottsdale,AZ,85254,33.58239802,-111.9286846,3.5,359,Bars;Asian Fusion;Buffets;Restaurants;Nightlife
"""Astor House""","""2243 N 12th St""",Phoenix,AZ,85006,33.472824,-112.056064,4,97,Restaurants;Nightlife;Bars;American (New);Breakfast & Brunch;Barbeque
"""Los Favoritos""","""1900 W Chandler Blvd, Ste 18""",Chandler,AZ,85224,33.30742613,-111.8740658,3.5,174,Restaurants;Mexican
"""Senor Pizza""","""1635 E Baseline Rd""",Phoenix,AZ,85042,33.3771695,-112.0456329,5,26,Chicken Wings;Barbeque;Pizza;Restaurants
"""Jalsa Ice Cream and Bakery""","""1805 E Elliot Rd, Ste 106""",Tempe,AZ,85284,33.34779196,-111.910568,4,40,Restaurants;Custom Cakes;Ice Cream & Frozen Yogurt;Indian;Cupcakes;Desserts;Coffee & Tea;Patisserie/Cake Shop;Food
"""Subway""","""876 N McQueen Rd""",Gilbert,AZ,85233,33.3655351,-111.8253619,3.5,4,Fast Food;Sandwiches;Restaurants
"""Big Wa Chinese""","""3135 S 48th St, Ste 102""",Tempe,AZ,85282,33.395162,-111.97828,3.5,54,Restaurants;Chinese
"""IHOP""","""1230 N 51st Ave""",Phoenix,AZ,85043,33.461712,-112.169718,3,32,Diners;American (New);Fast Food;Restaurants;American (Traditional);Breakfast & Brunch
"""Hometown Dogs""","""16820 E Ave Of The Fountains""",Fountain Hills,AZ,85268,33.604594,-111.717516,5,30,Restaurants;Hot Dogs;American (Traditional);Mexican;Food
"""Bistro Daniel""","""4356 W Thunderbird Rd""",Glendale,AZ,85306,33.611161,-112.153974,1,3,American (New);Restaurants
"""El Nuevo Taquito""","""3237 E McDowell Rd""",Phoenix,AZ,85008,33.465718,-112.0112336,4,12,Mexican;Restaurants
"""Greek Gyro Express""","""1467 N Dysart Rd""",Avondale,AZ,85323,33.45348502,-112.3390183,4,169,Salad;Restaurants;Sandwiches;Greek
"""Hambone Sports Bar and Grill""","""903 E Main St""",Mesa,AZ,85203,33.4146651,-111.8118445,3.5,29,Restaurants;Bars;American (Traditional);Nightlife
"""Choon El Burrito Original""","""4105 N 51st Ave, Ste 100""",Phoenix,AZ,85031,33.49533996,-112.1685651,3.5,20,Mexican;Restaurants
"""The Covenant""","""4740 E Shea Blvd, Ste 104""",Phoenix,AZ,85028,33.5832249,-111.9785446,4,119,Bars;Wine Bars;Nightlife;Restaurants;American (New);Coffee & Tea;Food
"""Greenfield's Deli""","""4437 E Southern Ave""",Mesa,AZ,85206,33.391957,-111.7356869,4,13,Restaurants;Sandwiches;Salad;Delis
"""My Mom's Thai Kitchen""","""20 W Adams St""",Phoenix,AZ,85003,33.4494379,-112.0744459,3.5,55,Restaurants;Thai
"""Kneaders Bakery & Cafe""","""6611 E McDowell Rd""",Mesa,AZ,85215,33.46605127,-111.687622,3,62,Bakeries;Cafes;Restaurants;Food
"""Chompie's""","""3481 W Frye Rd""",Chandler,AZ,85226,33.29769553,-111.9013309,3.5,438,Food;Delis;Event Planning & Services;Bagels;Bakeries;Sandwiches;Breakfast & Brunch;Caterers;Restaurants
"""R.T. O'Sullivan's""","""1610 S. Stapley Dr""",Mesa,AZ,85204,33.38502301,-111.8061434,2.5,41,Dance Clubs;Bars;Irish Pub;American (Traditional);Sports Bars;Nightlife;Restaurants
"""Jimmy's of Chicago""","""884 E Williamsfield Rd, Ste 102""",Gilbert,AZ,85295,33.3067363,-111.7696913,2.5,76,Sandwiches;Italian;Bars;Restaurants;Nightlife;Sports Bars;Pizza
"""Los Favoritos Taco Shop""","""4902 S Val Vista Dr, Ste 105""",Gilbert,AZ,85298,33.2610094,-111.7567493,4,21,Restaurants;Mexican
"""Corleones Philly Steaks""","""15040 N Nothsight Blvd""",Scottsdale,AZ,85260,33.62190471,-111.8975352,3.5,136,Cheesesteaks;Sandwiches;Pizza;Chicken Wings;Restaurants
"""Taqueria La Korita""","""4131 N 27th Ave""",Phoenix,AZ,85017,33.4955392,-112.1167073,4.5,22,Caterers;Event Planning & Services;Mexican;Fast Food;Restaurants
"""Miller's Deli & Grill""","""20511 N Hayden Rd, Ste 100""",Scottsdale,AZ,85255,33.6718774,-111.9058448,4,20,Beer;Wine & Spirits;Burgers;Delis;Food;American (New);Restaurants
"""Asian Grill""","""10325 E Riggs Rd, Ste 112""",Sun Lakes,AZ,85248,33.2181007,-111.8588719,4,80,Restaurants;Asian Fusion;Chinese
"""Wendy's""","""15416 N Pima Rd""",Scottsdale,AZ,85260,33.6261768,-111.891437,2.5,21,Restaurants;Fast Food;Burgers
"""Back East Bagels""","""1628 E Southern Ave, Ste 2""",Tempe,AZ,85282,33.3943144,-111.9129167,3.5,153,Bagels;Food;Breakfast & Brunch;Restaurants;Sandwiches
"""Pizza Hut""","""6650 W Bethany Home Rd""",Glendale,AZ,85301,33.5241484,-112.2019585,2,23,Chicken Wings;Italian;Restaurants;Pizza
"""Buffalo Chip Saloon & Steakhouse""","""6823 E Cave Creek Rd""",Cave Creek,AZ,85331,33.8316835,-111.9345868,3.5,277,American (Traditional);Dive Bars;Bars;Steakhouses;Barbeque;Restaurants;Nightlife
"""Vines & Hops""","""4216 N Brown Ave""",Scottsdale,AZ,85251,33.497244,-111.9245629,5,105,Nightlife;Pubs;Restaurants;Wine Bars;Beer Bar;Bars;American (New)
"""Tokyo Lobby Sushi and Grill""","""5795 W Bell Rd, Ste 1""",Glendale,AZ,85308,33.6384067,-112.183795,4,313,Japanese;Sushi Bars;Restaurants
"""The Rib Shack""","""11709 W Thunderbird Rd""",El Mirage,AZ,85335,33.6088133,-112.3124829,2,3,Restaurants;Barbeque
"""Nocawich""","""777 S College Ave""",Tempe,AZ,85281,33.42273958,-111.9347911,4,49,Bagels;Breakfast & Brunch;Food;Sandwiches;Restaurants
"""Let's DO Lunch""","""2510 W Dunlap Ave, Ste 160""",Phoenix,AZ,85021,33.5698075,-112.1135547,3,8,Restaurants;American (New);Breakfast & Brunch
"""NY Seafood Buffet""","""4961 W Bell Rd, Ste 3""",Glendale,AZ,85308,33.6377979,-112.168226,2,10,Buffets;Restaurants;Chinese;Seafood
"""Pizza Hut""","""10050 W Bell Rd, Ste 22""",Sun City,AZ,85351,33.63952951,-112.2766102,1,4,Chicken Wings;Restaurants;Pizza;Italian
"""Fatburger""","""15091 S Komatke Ln""",Laveen,AZ,85339,33.313868,-112.159988,2,10,Burgers;Restaurants;Fast Food
"""Alfredo's Mexican Food""","""12555 NW Grand Ave""",El Mirage,AZ,85335,33.6235245,-112.3309058,4.5,3,Mexican;Restaurants
"""Shogun Express""","""1645 N Hayden Rd""",Scottsdale,AZ,85257,33.467159,-111.9084695,3,8,Japanese;Restaurants
"""The Groves Bar & Grill""","""323 S Gilbert Rd, Ste 111""",Gilbert,AZ,85296,33.3440993,-111.7889365,3.5,112,American (New);Bars;Breakfast & Brunch;American (Traditional);Restaurants;Nightlife
"""Subway""","""4915 N Pima Rd""",Scottsdale,AZ,85251,33.5077114,-111.8912453,2,4,Sandwiches;Fast Food;Restaurants
"""Sevens Bistro""","""7707 E Mcdowell Rd""",Scottsdale,AZ,85257,33.4650517,-111.9140701,4,69,Restaurants;American (New)
"""Vaquero's""","""Apache  Terrace Rd""",Tempe,AZ,85281,33.424281,-111.924088,5,3,Restaurants;Mexican
"""Country Boys Restaurant #110""","""3508 W Cactus Rd""",Phoenix,AZ,85029,33.599047,-112.134314,3,48,Diners;Restaurants
"""Realeza Michoacana""","""2520 N 16th St""",Phoenix,AZ,85006,33.4756296,-112.0482293,4.5,19,Shaved Ice;Restaurants;Desserts;Mexican;Ice Cream & Frozen Yogurt;Food;Juice Bars & Smoothies
"""Mimis Cafe""","""1250 S Alma School Rd""",Mesa,AZ,85210,33.3922149,-111.8576895,3.5,155,Restaurants;American (Traditional);French;Breakfast & Brunch
"""Antojitos Lindamar""","""620 W Galveston St""",Chandler,AZ,85225,33.3135909,-111.8508689,5,3,Mexican;Restaurants;Desserts;Ice Cream & Frozen Yogurt;Food;Shaved Ice
"""Romeo's Euro Cafe""","""207 N Gilbert Rd, Ste 105""",Gilbert,AZ,85233,33.35372517,-111.7894526,3.5,246,Restaurants;Mediterranean;Greek;Italian
"""Village Inn""","""14359 W Grand Ave""",Surprise,AZ,85374,33.654244,-112.370424,3,39,American (Traditional);Breakfast & Brunch;Restaurants
"""Jack In the Box""","""14842 N Frank Lloyd Wright Blvd""",Scottsdale,AZ,85260,33.62073368,-111.875172,3,21,Fast Food;Burgers;Restaurants
"""Hooters""","""190 Arizona Ctr""",Phoenix,AZ,85004,33.4523351,-112.0696144,2.5,160,Chicken Wings;American (Traditional);Sports Bars;Nightlife;Restaurants;Bars
"""Angels Trumpet Ale House""","""810 N 2nd St""",Phoenix,AZ,85004,33.45705418,-112.0715672,4,935,Bars;Nightlife;American (New);Gastropubs;Restaurants
"""Ping's Cafe""","""17115 E Shea Blvd""",Fountain Hills,AZ,85268,33.5711513,-111.7120912,3.5,24,Soup;Chicken Shop;Restaurants;Chinese
"""Pho Viet Nam #2""","""1042 N Higley Rd, Ste 103""",Mesa,AZ,85205,33.43452755,-111.7196086,4,93,Restaurants;Vietnamese
"""Fresh Millions Restaurant""","""6140 W Chandler Blvd, Ste 2""",Chandler,AZ,85226,33.3059385,-111.9471779,4.5,195,Restaurants;Wraps;Sandwiches;American (New);Salad;Noodles
"""Tasty Thai Restaurant""","""510 W Broadway Rd""",Tempe,AZ,85282,33.4075719,-111.9466755,4,139,Restaurants;Thai
"""Native Grill & Wings""","""1301 E. Broadway Rd.""",Tempe,AZ,85282,33.407082,-111.917213,3,163,Chicken Wings;Pizza;Bars;Sports Bars;Nightlife;Restaurants;American (New)
"""Carrabba's Italian Grill""","""9920 W McDowell Rd""",Avondale,AZ,85392,33.4651717,-112.2739369,4,127,Restaurants;Italian;Seafood
"""Serrano's Mexican Restaurant""","""1964 E McKellips Rd""",Mesa,AZ,85203,33.4517547,-111.7879992,3,69,Restaurants;Mexican
"""Chicagoland Hotdogs & More""","""1152 N Power Rd""",Mesa,AZ,85205,33.4365383,-111.6849665,4,77,Food;Specialty Food;Hot Dogs;Sandwiches;Ethnic Food;Imported Food;Restaurants
"""Sub Factory""","""930 W Broadway Rd, Ste 1""",Tempe,AZ,85282,33.4078922,-111.9539189,3.5,48,Sandwiches;Salad;Wraps;Restaurants
"""Naked BBQ""","""2340 W Bell Rd, Ste 130""",Phoenix,AZ,85023,33.640571,-112.1109254,4.5,341,American (New);Restaurants;Southern;Barbeque
"""Pho Lee""","""602 W Union Hills Dr""",Phoenix,AZ,85027,33.6551102,-112.081677,3.5,77,Restaurants;Vietnamese
"""Wendy's""","""4236 E Juanita Ave""",Mesa,AZ,85206,33.38295537,-111.742682,2,12,Fast Food;American (Traditional);Burgers;Restaurants
"""Starbucks""","""1970 W Baseline Rd""",Phoenix,AZ,85041,33.37904043,-112.1017476,2,11,Cafes;Coffee & Tea;Restaurants;Food
"""Pita Kabob Grill""","""13971 North 59th Ave""",Glendale,AZ,85306,33.61307273,-112.1853886,4.5,98,Food;Restaurants;Sandwiches;Mediterranean;Desserts;Greek
"""Chennai Chettinaad Palace""","""2814 W Bell Rd, Ste 1455""",Phoenix,AZ,85053,33.6415616,-112.1195269,3,142,Restaurants;Indian
"""The Market Restaurant + Bar""","""3603 E Indian School Rd, Ste A""",Phoenix,AZ,85018,33.49417416,-112.0039228,4,191,Caterers;Soup;Breakfast & Brunch;Food;Nightlife;Event Planning & Services;Wine Bars;Beer;Wine & Spirits;American (New);Bars;Restaurants
"""The Appian Way""","""17149 E Amhurst Dr""",Fountain Hills,AZ,85268,33.587102,-111.7097,3,9,Italian;Pizza;Restaurants
"""Citizen Espresso Bar""","""4700 N Central Ave""",Phoenix,AZ,85012,33.5062078,-112.0739142,3.5,35,Restaurants;Food;Coffee & Tea;Breakfast & Brunch
"""Cafe Rio Mexican Grill""","""2131 E Camelback Rd""",Phoenix,AZ,85016,33.508767,-112.0356452,3,227,Mexican;Cafes;Restaurants
"""Papa Murphys Take 'n' Bake Pizza""","""5830 W Thunderbird Rd, Ste B-9""",Glendale,AZ,85306,33.61204583,-112.1835015,4.5,7,Pizza;Restaurants
"""Uncle Sal's Italian Restaurant""","""3370 N Hayden Rd, Ste 120""",Scottsdale,AZ,85251,33.4863936,-111.9103549,4,305,Pizza;Italian;Bars;Restaurants;Nightlife
"""Cisco's Grill""","""902 W Van Buren St""",Phoenix,AZ,85007,33.451613,-112.085554,4.5,5,Restaurants;Latin American
"""Haiku Grill""","""1158 W Washington St, Ste 105""",Tempe,AZ,85281,33.4423485,-111.9554995,3,44,Restaurants;Japanese
"""Hangover Hoagies""","""1212 E Apache Blvd""",Tempe,AZ,85281,33.415331,-111.920242,4.5,52,Restaurants;Delis;Sandwiches;Fast Food
"""SJ's Sports Grill""","""17035 N 67th Ave, Ste 6&7""",Glendale,AZ,85308,33.64008113,-112.2012529,3.5,3,Sports Bars;American (Traditional);Restaurants;Nightlife;Bars
"""Quiznos""","""18589 N 59th Ave, Ste 106""",Glendale,AZ,85308,33.65315997,-112.184993,1.5,4,Delis;Sandwiches;Restaurants;Fast Food
"""RoadHouse Cinemas""","""9090 E Indian Bend Rd""",Scottsdale,AZ,85250,33.54146956,-111.8855542,4,242,Food;American (Traditional);Cinema;Restaurants;Beer;Wine & Spirits;Arts & Entertainment
"""Uncle Matteo's""","""10625 N Cave Creek Rd""",Phoenix,AZ,85020,33.5826363,-112.0508626,5,9,Italian;Event Planning & Services;Specialty Food;Bakeries;Food;Chocolatiers & Shops;Caterers;Restaurants
"""Greek Grill & Fry Co.""","""4929 W Ray Rd""",Chandler,AZ,85226,33.319526,-111.925763,3,22,American (New);Mediterranean;Greek;Restaurants
"""Carmine's Little Italy Pizza & Pasta""","""3 S 2nd St, Ste 111""",Phoenix,AZ,85004,33.447091,-112.07149,3,4,Pizza;Italian;Restaurants
"""Pinon Grill""","""7401 N Scottsdale Rd""",Scottsdale,AZ,85253,33.5479573,-111.9247993,3.5,50,American (New);Hotels;Hotels & Travel;Restaurants;Event Planning & Services
"""Hillstone Restaurant""","""2650 E Camelback Rd""",Phoenix,AZ,85016,33.510034,-112.0241743,4,628,Steakhouses;Arts & Entertainment;American (New);Jazz & Blues;Sushi Bars;Restaurants;Nightlife
"""Subway""","""1334 E Chandler Blvd, Ste 7""",Phoenix,AZ,85048,33.3067372,-112.0537905,2,12,Fast Food;Sandwiches;Restaurants
"""Beijing Beijing""","""1327 E Chandler Blvd""",Phoenix,AZ,85048,33.3042563,-112.0546086,2,6,Restaurants;Chinese
"""Wingstop""","""17 E Dunlap Ave""",Phoenix,AZ,85020,33.5674419,-112.0730934,3.5,12,Restaurants;Chicken Wings
"""Salvadoreno Restaurant #2""","""7333 W Thomas Rd, Ste 88""",Phoenix,AZ,85033,33.47923335,-112.2173886,3.5,56,Restaurants;Latin American;Salvadoran
"""KFC""","""420 North Alma School Rd""",Mesa,AZ,85201,33.423,-111.857,1.5,9,Restaurants;Chicken Wings;Fast Food
"""Sushi Brokers""","""4419 E Indian School Rd""",Phoenix,AZ,85018,33.49458635,-111.9860504,3.5,207,Sushi Bars;Restaurants;Nightlife;Bars
"""Tryst Cafe""","""21050 N Tatum Blvd""",Phoenix,AZ,85050,33.677854,-111.978579,3.5,498,Breakfast & Brunch;Food;Cafes;Diners;Coffee & Tea;Restaurants
"""El Gran Taquito Mexican Grill""","""5130 W Baseline Rd, Ste 109""",Laveen,AZ,85339,33.3793718,-112.1693206,3,24,Mexican;Restaurants
"""Donili Pizza Kitchen""","""8018 E Thomas Rd""",Scottsdale,AZ,85251,33.4804048,-111.9084592,3.5,27,Italian;Restaurants;Pizza
"""Fry's Marketplace""","""6470 S Higley Rd""",Gilbert,AZ,85298,33.2325607,-111.7232122,3.5,31,Delis;Restaurants;Bakeries;Health & Medical;Pharmacy;Grocery;Food
"""Dos Amigos Fresh Mex-Grill""","""20020 N 59th Ave, Ste 103""",Glendale,AZ,85308,33.6668491,-112.1868621,3,13,Restaurants;Mexican
"""Jimmy John's""","""2640 E Germann Rd, Ste 4""",Chandler,AZ,85286,33.27998913,-111.795322,2.5,7,Sandwiches;Restaurants
"""Niro's Gyros""","""10826 S 48th St""",Phoenix,AZ,85044,33.34802085,-111.980879,4,188,Restaurants;Greek;Mediterranean
"""Vals Getaway DES Cafeteria""","""1789 W Jefferson""",Phoenix,AZ,85007,33.4468055,-112.0971288,2.5,13,Restaurants;Cafes
"""Harvest Restaurant""","""7615 E Pinnacle Peak Rd, Ste B-1""",Scottsdale,AZ,85255,33.697603,-111.915851,3.5,24,American (Traditional);Restaurants
"""Hooters""","""6730 E Superstition Springs Blvd""",Mesa,AZ,85206,33.3856881,-111.6861017,2.5,10,Sports Bars;Fast Food;Chicken Wings;Bars;Nightlife;Restaurants
"""Mister Wong""","""10627 N 19th Ave""",Phoenix,AZ,85029,33.5829417,-112.0993303,3.5,63,Restaurants;Chinese
"""Picazzo's Organic Italian Kitchen""","""2525 E Camelback Rd""",Phoenix,AZ,85016,33.5085323,-112.0276489,3.5,6,Gluten-Free;Italian;Restaurants;Pizza
"""Thai Chef's Bistro""","""14880 N Northsight Blvd, Ste 103""",Scottsdale,AZ,85260,33.6213757,-111.8976351,4,15,Thai;Restaurants;Asian Fusion
"""Pinky's Cafe""","""502 E Thunderbird Rd""",Phoenix,AZ,85022,33.6080382,-112.0662445,3.5,8,Diners;Restaurants
"""Bogeys Grill""","""14700 N Frank Lloyd Wright Blvd, Ste 159""",Scottsdale,AZ,85260,33.6202185,-111.8742551,3.5,25,Nightlife;Bars;American (Traditional);Sports Bars;Restaurants
"""The Playa II Bar and Grill""","""3217 E Shea Blvd""",Phoenix,AZ,85028,33.582022,-112.012003,3.5,23,Lounges;Nightlife;Restaurants;Bars;American (Traditional)
"""Desert Mountain Cochise/ Geronimo Clubhouse""","""37700 Desert Mountain Pkwy""",Scottsdale,AZ,85262,33.8269593,-111.8752144,5,7,Restaurants;Venues & Event Spaces;Event Planning & Services;Active Life;Golf
"""New Mexican Grill""","""3140 S Gilbert Rd, Ste 3""",Chandler,AZ,85286,33.261325,-111.790815,4,83,Restaurants;Mexican
"""Taco Bell""","""419 West Bell Rd""",Phoenix,AZ,85023,33.63994,-112.08032,2.5,22,Restaurants;Mexican;Fast Food;Tex-Mex
"""Starbucks""","""4095 S Gilbert Rd, Ste 1""",Gilbert,AZ,85249,33.24619682,-111.7888393,3.5,26,Food;Coffee & Tea;Restaurants;Cafes
"""Salad and Go""","""2006 W Pinnacle Peak Rd""",Phoenix,AZ,85027,33.698968,-112.102043,4.5,154,Juice Bars & Smoothies;Restaurants;Salad;Vegetarian;Food
"""Wingstop""","""5215 W Indian School Rd Ste 103 104""",Phoenix,AZ,85031,33.4944572,-112.1711624,3.5,8,Restaurants;Chicken Wings
"""Dickey's Barbecue Pit""","""16581 W Bell Rd, Ste 101""",Surprise,AZ,85374,33.6381648,-112.4155388,3.5,52,Restaurants;Barbeque
"""Einstein Bros Bagels""","""899 N Val Vista Dr""",Gilbert,AZ,85234,33.3665704,-111.7557902,2.5,71,Coffee & Tea;Food;Restaurants;Bagels;Sandwiches;Delis
"""The Purple Turtle""","""4105 N 51st Ave, Ste 157""",Phoenix,AZ,85031,33.49534948,-112.1661592,3,25,Sports Bars;Chicken Wings;Restaurants;Nightlife;Bars;Burgers
"""Wildflower Restaurant & bakery""","""6428 S McClintock Dr""",Tempe,AZ,85283,33.36344028,-111.9109458,3.5,5,Bakeries;Food;American (New);Restaurants
"""Black Bear Diner""","""3530 W Baseline Rd""",Laveen,AZ,85042,33.378135,-112.136202,4,36,Diners;Breakfast & Brunch;American (Traditional);Restaurants
"""The Good Egg - Tramonto""","""34948 N Valley Parkway""",Phoenix,AZ,85086,33.8013273,-112.1306499,3.5,69,Restaurants;Breakfast & Brunch
"""The Melting Pot - Phoenix""","""3626 E Ray Rd""",Phoenix,AZ,85044,33.316214,-112.004239,3.5,255,Restaurants;American (New);Fondue;Cafes;American (Traditional)
"""El Carbonero""","""2722 W Indian School Rd""",Phoenix,AZ,85017,33.49516793,-112.1182567,3.5,11,Latin American;Salvadoran;Restaurants
"""Baja Fresh Mexican Grill Mexican Grill""","""4302 E Ray Rd""",Phoenix,AZ,85044,33.3206301,-111.9915878,1.5,7,Restaurants;Mexican
"""Jack-In-the Box Drive Thru""","""4950 E Ray Rd""",Phoenix,AZ,85044,33.320354,-111.9767043,1.5,13,Restaurants;Fast Food
"""Circa 1900""","""628 E Adams St.""",Phoenix,AZ,85004,33.4493777,-112.0656259,3.5,5,Restaurants;American (New)
"""Networks Bar & Grill""","""122 N 2nd St""",Phoenix,AZ,85004,33.449858,-112.071886,3,113,Sandwiches;Bars;Restaurants;Nightlife;Sports Bars;Burgers
