name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,category
The Main Ingredient Ale House And CafÃ©,2337 N 7th St,Phoenix,AZ,85006,33.47458269,-112.0646431,4.0,542,restaurants;american (new);salad;sandwiches,American
In-N-Out Burger,12413 N Tatum,Phoenix,AZ,85032,33.59895191,-111.9796714,4.0,141,fast food;restaurants;burgers,American
Geno's Giant Slice,"1152 N Power Rd, Ste 107",Mesa,AZ,85205,33.4365383,-111.6849665,2.5,46,restaurants;pizza;sandwiches,Italian
Monroe's Bar & Grill,"9719 N Hayden Rd, Ste C",Scottsdale,AZ,85258,33.574998,-111.905421,2.0,5,bars;nightlife;restaurants;american (traditional),American
Meiwei China Bistro,"15332 W Bell Rd, Ste 132",Surprise,AZ,85374,33.6392553,-112.3904521,3.0,54,chinese;restaurants,Chinese
McDonald's,6762 W Camelback Rd,Glendale,AZ,85303,33.5095967,-112.2050201,1.0,10,restaurants;fast food;burgers,American
Daphne's California Greek,"16447 N Scottsdale Rd, Ste 101",Scottsdale,AZ,85254,33.63566702,-111.9240654,3.0,57,mediterranean;restaurants;greek,Mediterranean
Thai Pan Fresh Exotic Cuisine,7605 E Pinnacle Peak Rd,Scottsdale,AZ,85255,33.6968147,-111.9160441,4.0,22,restaurants;thai,Thai
NYPD Pizza,"1619 N Dysart Rd, Ste 103",Avondale,AZ,85392,33.465665,-112.340224,4.0,172,restaurants;pizza;italian,Italian
The Brickyard Downtown,85 W Boston St,Chandler,AZ,85225,33.3021027,-111.8425125,4.5,301,restaurants;cocktail bars;american (new);pubs;bars;nightlife,American
Mama Gina's Pizzeria,"9380 W Westgate Blvd, Ste D101",Glendale,AZ,85305,33.5345251,-112.2606246,3.0,214,italian;restaurants;pizza,Italian
Raffaele's Pizza,7019 N 19th Ave,Phoenix,AZ,85021,33.5394985,-112.0995704,4.5,119,restaurants;sandwiches;pizza;italian,Italian
Breakfast Kitchen Bar,"15147 N Scottsdale Rd, Unit H133",Scottsdale,AZ,85254,33.6235796,-111.9239513,4.0,226,sandwiches;breakfast & brunch;tapas bars;salad;restaurants,American
XL California Burger Company,3653 W Van Buren St,Phoenix,AZ,85009,33.4510006,-112.1384358,3.5,15,breakfast & brunch;burgers;restaurants;fast food;american (traditional),American
Tortas El GÃ¼ero,4121 E Thomas Rd,Phoenix,AZ,85018,33.4801515,-111.9923032,4.5,7,restaurants;mexican,Mexican
Chronic Tacos,"245 E Bell Rd, Ste A-2",Phoenix,AZ,85022,33.63981916,-112.0722013,3.5,158,tacos;breakfast & brunch;mexican;salad;restaurants,Mexican
Domino's Pizza,4284 W Thomas Rd,Phoenix,AZ,85019,33.4808986,-112.1507276,2.5,6,pizza;restaurants;sandwiches;chicken wings,Italian
Matt's Big Breakfast,"3800 E Sky Harbor Blvd, Terminal 4, Gate B5",Phoenix,AZ,85034,33.43693399,-111.9966364,3.5,325,food;breakfast & brunch;sandwiches;bars;cocktail bars;nightlife;restaurants,American
Royyim Thai Cuisine,"1823 S Greenfield Rd, Ste 105",Mesa,AZ,85206,33.3819141,-111.7384288,5.0,18,thai;gluten-free;pan asian;restaurants;asian fusion;vegan,Thai
Kashman's Place,"32531 N Scottsdale Rd, Ste 105",Scottsdale,AZ,85262,33.81574,-111.78416,4.0,14,delis;breakfast & brunch;restaurants,American
Salad and Go,9875 W Lower Buckeye Rd,Tolleson,AZ,85353,33.4205611,-112.2710518,4.5,117,restaurants;food;salad;juice bars & smoothies;vegetarian,American
BJ's Restaurant & Brewhouse,3155 W Chandler Blvd,Chandler,AZ,85226,33.299271,-111.898257,3.5,321,breweries;american (new);restaurants;pizza;food,American
Sushi Ken,4206 E Chandler Blvd,Phoenix,AZ,85073,33.305739,-111.992238,3.5,324,japanese;seafood;sushi bars;restaurants,Japanese
My House,"2975 E Ocotillo Rd, Ste 12",Chandler,AZ,85249,33.24605065,-111.7902801,4.0,133,seafood;chinese;soup;restaurants,Chinese
Pita Paradise,"21001 N Tatum Blvd, Ste 36-1170",Phoenix,AZ,85073,33.4499,-112.0739,3.5,9,restaurants;greek,Mediterranean
Sacks Sandwiches - Hardy,839 W University Dr,Tempe,AZ,85281,33.42122238,-111.9516138,4.0,99,restaurants;sandwiches;fast food,American
Akaihana Sushi & Grill,"8041 N Black Canyon Hwy, Ste 112",Phoenix,AZ,85021,33.5544667,-112.110969,4.0,326,japanese;sushi bars;restaurants,Japanese
One Eyed Dog,"4432 N Miller Rd, Ste 107",Scottsdale,AZ,85251,33.5014554,-111.9182019,3.0,4,pubs;bars;british;restaurants;nightlife,British
Golden Bowl Chinese Food,3208 E Cactus Rd,Phoenix,AZ,85032,33.5974201,-112.0123844,3.5,10,restaurants;chinese,Chinese
Sabuddy,825 W University Dr,Tempe,AZ,85281,33.4216507,-111.9511572,4.5,6,restaurants;middle eastern,Middle Eastern
Souper Salad,8940 E Indian Bend Rd,Scottsdale,AZ,85250,33.5403037,-111.8888855,2.5,3,restaurants,American
Forum Cafe,6263 N Scottsdale Rd,Scottsdale,AZ,85250,33.528412,-111.9246967,5.0,15,american (new);restaurants;sandwiches,American
Sonic Drive-In,7745 S 51st Ave,Laveen,AZ,85339,33.3761323,-112.1678303,2.0,10,fast food;restaurants,American
Cee Cee's On The Corner,7123 N 58th Ave,Glendale,AZ,85301,33.5408597,-112.1833135,4.0,11,food;restaurants;sandwiches;desserts,American
Espos Mexican Food,3867 W Chandler Blvd,Chandler,AZ,85226,33.305134,-111.909124,4.5,290,mexican;restaurants,Mexican
Sivlik Grill,5692 W North Loop Rd,Chandler,AZ,85226,33.2723181,-111.9749045,4.0,4,tex-mex;american (new);restaurants,American
Extreme Pita,777 S College Ave,Tempe,AZ,85281,33.4222436,-111.9349687,2.5,6,mediterranean;restaurants;american (new),American
Arby's,5760 W Peoria Ave,Glendale,AZ,85302,33.58235,-112.1837321,2.5,18,fast food;sandwiches;restaurants,American
Jack in the Box,1833 W Van Buren St,Phoenix,AZ,85007,33.4510146,-112.0993061,2.0,5,restaurants;burgers;fast food,American
Mantra Indian Cuisine,"1609 E Bell Rd, Ste B4",Phoenix,AZ,85022,33.6398283,-112.0472243,4.0,76,indian;restaurants,Indian
Cold Beers & Cheeseburgers,"20831 N Scottsdale Rd, Ste 117",Scottsdale,AZ,85255,33.67632744,-111.9232929,3.5,323,nightlife;bars;american (traditional);chicken wings;burgers;restaurants,American
Blue 32 Sports Grill,4845 S Arizona Ave,Chandler,AZ,85248,33.235229,-111.8405484,4.0,60,bars;nightlife;restaurants;sports bars;burgers,American
Bad to the Bone BBQ,7401 E Frank Lloyd Wright Blvd,Scottsdale,AZ,85260,33.6372504,-111.9210057,3.0,13,restaurants;barbeque,American
Chuck E Cheese's,7012 E Hampton Ave,Mesa,AZ,85209,33.39228363,-111.6798816,2.5,44,pizza;restaurants,Italian
Sabatinos Pizza Pasta Wings,"4860 N Litchfield Rd, Ste 104",Litchfield Park,AZ,85340,33.50689,-112.358641,3.5,4,restaurants;pizza;chicken wings;italian,Italian
Panera Bread,2845 N Central Ave,Phoenix,AZ,85012,33.479872,-112.073265,2.5,127,food;salad;restaurants;soup;sandwiches,American
Dairy Queen,900 N Arizona Ave,Chandler,AZ,85225,33.3191231,-111.8419541,1.0,13,restaurants;sandwiches;burgers;salad,American
Wendy's,1205 N Country Club Dr,Mesa,AZ,85201,33.4355633,-111.8395105,2.0,20,fast food;burgers;hot dogs;restaurants,American
Love Hawaiian BBQ,"6002 N 67th Ave, Ste 103",Glendale,AZ,85301,33.5243493,-112.2036586,4.0,13,barbeque;restaurants;ramen;japanese;hawaiian;seafood,Japanese
El Ranchero Of Traditional Mexican Food,3030 N 68th St,Scottsdale,AZ,85251,33.48271299,-111.9349927,4.0,26,bars;mexican;restaurants;local flavor;nightlife,Mexican
Dad's Deli,5826 W Olive,Glendale,AZ,85302,33.5690224,-112.1845146,3.0,4,restaurants;delis;sandwiches;american (new),American
Floyd's Kitchen,12601 N Tatum Blvd,Phoenix,AZ,85032,33.6025873,-111.9785074,4.0,92,american (new);restaurants,American
Chipotle Mexican Grill,"1335 S Alma School Rd, Ste 105",Mesa,AZ,85210,33.38957915,-111.856784,3.0,28,fast food;mexican;restaurants,Mexican
Gloria's Cafe,7045 E 3rd Ave,Scottsdale,AZ,85251,33.4960978,-111.9293484,5.0,5,breakfast & brunch;cafes;restaurants,American
Carl's Jr,201 E Jefferson St,Phoenix,AZ,85004,33.4459,-112.071211,2.0,20,fast food;restaurants,American
Greektown,8519 N 7th St,Phoenix,AZ,85020,33.5617148,-112.0649024,4.5,254,restaurants;mediterranean;greek,Mediterranean
Cafe Roma,960 W University Dr,Tempe,AZ,85281,33.4228634,-111.9514297,2.5,6,italian;restaurants,Italian
Del Taco,15229 N 35th Ave,Phoenix,AZ,85053,33.6232445,-112.1336723,2.0,10,mexican;restaurants,Mexican
BoSa Donuts,10876 N 32nd St,Phoenix,AZ,85028,33.5849217,-112.0134743,4.0,57,breakfast & brunch;donuts;food;restaurants,American
Central Grille,8525 N Central Ave,Phoenix,AZ,85020,33.5612361,-112.0737398,3.5,11,bars;steakhouses;nightlife;seafood;restaurants,American
The Haymaker Restaurant,4717 E Bell Rd,Phoenix,AZ,85032,33.640232,-111.979545,3.5,247,beer;wine & spirits;nightlife;sports bars;bars;restaurants;steakhouses;pubs;food;breakfast & brunch;american (traditional),American
Gabriela's Kitchen,"891 N Val Vista Dr, Ste D-101",Gilbert,AZ,85234,33.36512625,-111.7557188,4.5,54,delis;restaurants;cafes;food;juice bars & smoothies,American
La Salsita,3827 N 43rd Ave,Phoenix,AZ,85031,33.4923361,-112.1513343,3.0,15,restaurants,American
Centro Paninoteca,7120 E Becker Ln,Scottsdale,AZ,85254,33.583142,-111.927321,4.0,33,nightlife;wine bars;bars;restaurants;italian,Italian
Subway,"885 N 54th St, Ste 3",Chandler,AZ,85226,33.31712159,-111.9680397,3.0,9,food;restaurants;fast food;sandwiches,American
King's Fish House - Tempe,35 S McClintock Dr,Tempe,AZ,85281,33.43245023,-111.9060468,3.5,302,seafood;restaurants,American
Streets of New York,6740 W Deer Valley Rd,Glendale,AZ,85308,33.681497,-112.20485,3.0,43,restaurants;italian;pizza;sandwiches,Italian
Papa Murphy's,5150 West Olive Avenue,Glendale,AZ,85302,33.5675177,-112.1703705,3.5,8,pizza;restaurants;food,Italian
Dairy Queen,11219 E Via Linda,Scottsdale,AZ,85259,33.586449,-111.838579,2.5,16,ice cream & frozen yogurt;fast food;food;restaurants,American
Beef 'O' Brady's,13699 N Litchfield Rd,Surprise,AZ,85379,33.6084963,-112.3590909,2.5,60,american (traditional);restaurants;sports bars;bars;nightlife,American
Bambino Bistro / Vinery 214 Bistro,214 W Roosevelt St,Phoenix,AZ,85003,33.458871,-112.077177,2.5,3,italian;restaurants,Italian
Carlos O'Briens,7111 E Bell Rd,Scottsdale,AZ,85254,33.6381286,-111.9273493,3.5,96,mexican;restaurants,Mexican
Burger King,6737 E Thomas Rd,Scottsdale,AZ,85251,33.4798317,-111.935489,3.0,14,burgers;fast food;restaurants,American
Chix Char Broiled Grill,933 E University Dr,Tempe,AZ,85281,33.4213508,-111.9247139,4.5,11,restaurants;japanese,Japanese
Popeyes Louisiana Kitchen,1619 W Baseline Rd,Tempe,AZ,85283,33.3778361,-111.9646214,2.5,27,restaurants;chicken wings;fast food,American
Smashburger,"815 E Baseline Rd, Ste B113",Tempe,AZ,85283,33.3779062,-111.9292999,3.0,197,restaurants;burgers,American
Taco Bell,2430 E. Beardsley Rd.,Phoenix,AZ,85050,33.66993059,-112.0291597,4.0,18,restaurants;mexican;tex-mex;fast food,Mexican
Logan's Roadhouse,945 N Dobson Rd,Mesa,AZ,85201,33.3019012,-111.7430967,3.0,161,american (traditional);bars;nightlife;barbeque;steakhouses;restaurants,American
Maria Maria,2000 E Rio Salado Pkwy,Tempe,AZ,85281,33.4329724,-111.9043028,3.0,90,mexican;restaurants,Mexican
Iguana Mack's,1371 N Alma School Rd,Chandler,AZ,85224,33.326925,-111.858251,3.0,109,restaurants;steakhouses;american (traditional);american (new);cajun/creole,American
Bay Leaf Cafe,955 W Chandler Heights Rd,Chandler,AZ,85248,33.2324404,-111.8569985,4.0,87,cafes;restaurants;food;ice cream & frozen yogurt;indian;beer;wine & spirits,Indian
Saladworks,15768 N Frank Lloyd Wright Blvd,Scottsdale,AZ,85260,33.6288709,-111.886982,3.0,22,salad;soup;fruits & veggies;restaurants;food;specialty food;sandwiches,American
Beaver Choice,1743 E Broadway,Tempe,AZ,85282,33.40716242,-111.9103566,4.5,180,scandinavian;modern european;polish;restaurants,Polish
Olde Towne Glendale Wine and Beer Bar,5745 W Glendale Ave,Glendale,AZ,85301,33.53848752,-112.1831784,4.5,39,beer bar;bars;wine bars;restaurants;italian;nightlife;beer;wine & spirits;food;diners,Italian
"First Watch - Breakfast, Brunch & Lunch","11162 N Frank Lloyd Wright Blvd, Ste A-3",Scottsdale,AZ,85259,33.5869871,-111.8365715,3.0,61,restaurants;breakfast & brunch;cafes;american (traditional),American
Village Inn,5012 S Power Rd,Mesa,AZ,85212,33.32488014,-111.6880519,3.5,39,restaurants;soup;american (traditional);breakfast & brunch;diners,American
My Corner Chinese Restaurant,4330 W Union Hills Dr,Glendale,AZ,85308,33.6557032,-112.1527765,3.0,29,restaurants;chinese,Chinese
McDonald's,774 S Val Vista Dr,Gilbert,AZ,85296,33.36516847,-111.7555844,2.0,25,burgers;restaurants;fast food,American
Aya & Peilas,1750 W Van Buren St,Phoenix,AZ,85007,33.4514843,-112.0976666,3.0,4,restaurants;mexican,Mexican
Bamboo House,502 E Thunderbird Rd,Phoenix,AZ,85022,33.6080928,-112.0663045,3.0,93,restaurants;chinese,Chinese
Village Tavern,8787 N Scottsdale Rd,Scottsdale,AZ,85258,33.56437801,-111.9244696,4.0,295,bars;american (traditional);burgers;american (new);restaurants;nightlife;steakhouses,American
Songbird Coffee & Tea House,214 E Roosevelt St,Phoenix,AZ,85004,33.458999,-112.070481,4.5,136,restaurants;tea rooms;breakfast & brunch;food;coffee & tea,American
Jackson's On 3rd,245 E Jackson St,Phoenix,AZ,85004,33.4450359,-112.0706266,2.0,10,bars;american (new);restaurants;nightlife;sports bars,American
Bison Witches Bar & Deli,"21 E 6th St, Ste 146",Tempe,AZ,85281,33.424014,-111.938422,3.5,118,restaurants;sandwiches;pubs;nightlife;bars,American
IHOP,1920 W Bell Rd,Phoenix,AZ,85023,33.6405188,-112.1007173,2.0,60,breakfast & brunch;diners;american (traditional);american (new);restaurants,American
Taqueria y Neveria Ana's Mexican Food,12102 W Thunderbird Rd,El Mirage,AZ,85335,33.6092363,-112.3205045,5.0,4,mexican;restaurants,Mexican
Gordas Baja Taco,"3424 W Southern Ave, Ste 180",Phoenix,AZ,85041,33.3925243,-112.132237,4.0,109,food;ethnic food;specialty food;seafood;restaurants;fast food;mexican,Mexican
Blue Martini Lounge,"5455 E High St, Ste 101",Phoenix,AZ,85054,33.67532619,-111.9633752,3.5,303,karaoke;desserts;bars;food;restaurants;nightlife;lounges;american (new),American
Applebee's,2805 S Alma School Rd,Chandler,AZ,85248,33.2649732,-111.8582263,3.0,5,restaurants;american (traditional),American
Grabbagreen Bell,4727 E Bell Rd,Phoenix,AZ,85032,33.6384468,-111.9804987,3.0,31,food;gluten-free;restaurants;vegetarian;breakfast & brunch;juice bars & smoothies,American
Farm & Craft,4302 N Scottsdale Rd,Scottsdale,AZ,85251,33.49866,-111.926368,4.0,342,bars;breakfast & brunch;nightlife;american (new);gluten-free;cocktail bars;food;restaurants;vegetarian;juice bars & smoothies,American
Tacos Chava,2804 W Van Buren St,Phoenix,AZ,85009,33.4511577,-112.119587,4.5,16,restaurants;mexican,Mexican
EarlyBaker,4025 E Chandler Blvd,Phoenix,AZ,85048,33.3044612,-111.9945753,4.5,87,patisserie/cake shop;greek;cafes;bakeries;custom cakes;restaurants;food;breakfast & brunch;mediterranean;american (new),American
Jimmy John's,"10460 N 90th St, Ste 102",Scottsdale,AZ,85258,33.58107957,-111.8870843,2.0,25,sandwiches;food delivery services;food;restaurants,American
Fuddruckers,7145 E Indian School Rd,Scottsdale,AZ,85251,33.494651,-111.927127,3.0,8,restaurants,American
Berry Divine Acai Bowls,18295 North 83rd Ave,Glendale,AZ,85308,33.6467147,-112.2348946,4.0,6,acai bowls;restaurants;juice bars & smoothies;gluten-free;food,American
Don Pancho Mexican Food,725 N Central Ave,Avondale,AZ,85323,33.44220515,-112.3491768,4.5,244,restaurants;mexican,Mexican
Streets of New York,"542 W Baseline, Ste 105",Mesa,AZ,85210,33.3792109,-111.8426681,3.0,71,italian;sandwiches;pizza;restaurants,Italian
Golden Egg Roll,3320 S Priest Dr,Tempe,AZ,85282,33.39135852,-111.9612971,3.5,96,chinese;restaurants,Chinese
That Place Sports Grill,1038 E Main St,Mesa,AZ,85203,33.415206,-111.8083133,3.5,9,restaurants;chicken wings;pizza,Italian
Jack-In-the Box Drive Thru,7116 E Shea Blvd,Scottsdale,AZ,85254,33.582512,-111.9275298,3.0,11,restaurants,American
Valle Luna Mexican Restaurant,1949 W Ray Rd,Chandler,AZ,85224,33.3194292,-111.8744415,3.5,332,restaurants;mexican;nightlife,Mexican
Jack-In-the Box Drive Thru,1001 N 24th St,Phoenix,AZ,85008,33.458744,-112.029827,2.5,5,fast food;restaurants,American
US Egg Restaurant,7119 E Shea Blvd,Scottsdale,AZ,85254,33.5812095,-111.9278344,4.0,108,breakfast & brunch;salad;restaurants;burgers;sandwiches,American
Baskin-Robbins,"15530 W Roosevelt St, Ste E105",Goodyear,AZ,85338,33.4576866,-112.3931135,3.0,19,ice cream & frozen yogurt;american (traditional);restaurants;food,American
Truckin' Good Food,,Phoenix,AZ,85044,33.56906798,-111.8901574,4.5,28,food stands;restaurants;french;creperies,French
Nandini Indian Cuisine,"1845 E Broadway Rd, Ste 101",Tempe,AZ,85282,33.406601,-111.9075196,4.0,436,indian;buffets;vegan;restaurants,Indian
Tempe Water & Ice Store,"7520 S Rural Rd, Ste A7",Tempe,AZ,85283,33.3499798,-111.9299481,4.0,4,food stands;restaurants;shaved ice;ice cream & frozen yogurt;food;water stores,American
P.croissants,7520 S Rural Rd,Tempe,AZ,85283,33.3499291,-111.9299471,3.5,156,restaurants;bakeries;food;breakfast & brunch,American
Pho Hoang Duc,4808 N 35th Ave,Phoenix,AZ,85017,33.50837882,-112.1345554,3.5,20,restaurants;asian fusion;vietnamese;soup,Vietnamese
Mejico Cocina Mejicana,2333 E Osborn Rd,Phoenix,AZ,85016,33.4872924,-112.0308358,4.5,122,restaurants;mexican,Mexican
Golden Panda,13849 N 19th Ave,Phoenix,AZ,85023,33.612328,-112.0992761,4.0,6,chinese;fast food;restaurants,Chinese
Cold Beers & Cheeseburgers,"18529 N Scottsdale Rd, Ste 121",Scottsdale,AZ,85255,33.6531757,-111.9251164,4.0,64,nightlife;burgers;restaurants;bars;american (traditional),American
Hungry Howie's Pizza,4645 East Chandler Blvd #106,Phoenix,AZ,85048,33.3046248,-111.982272,2.0,14,pizza;restaurants,Italian
Jimmy John's,"430 E Bell Rd, Ste 1",Phoenix,AZ,85022,33.628229,-112.052655,2.5,29,restaurants;sandwiches,American
English Rose Tea Room,"201 Easy St, Ste 103",Carefree,AZ,85377,33.824936,-111.923786,4.5,135,british;tea rooms;food;restaurants,British
Pies N More,"6671 E Baseline Rd, Ste 117",Mesa,AZ,85206,33.3787744,-111.6908272,3.0,22,bakeries;cafes;food;desserts;restaurants;sandwiches,American
Spee-D-Tee's BBQ & Subs,"4002 E Elwood St, Ste 1",Phoenix,AZ,85040,33.4148655,-111.9949239,4.0,11,barbeque;restaurants,American
Toasted,4221 N 7th Ave,Phoenix,AZ,85013,33.4974771,-112.0832205,3.5,100,sandwiches;restaurants;american (traditional);gastropubs,American
Peter Piper Pizza,3945 E Thomas Rd,Phoenix,AZ,85018,33.4799876,-111.9960078,2.5,20,restaurants;chicken wings;pizza;buffets,Italian
Asian Fusion Cafe,"725 S Rural Rd, Ste 103",Tempe,AZ,85281,33.422755,-111.9258646,4.0,85,chinese;restaurants;cantonese;szechuan;asian fusion,Chinese
Pita Kouzina,6447 E Southern Ave,Mesa,AZ,85206,33.3934441,-111.6927543,5.0,4,restaurants;italian;mediterranean;greek,Italian
The Thumb BBQ,9393 E Bell Rd,Scottsdale,AZ,85260,33.63936996,-111.8792572,4.0,711,restaurants;automotive;breakfast & brunch;barbeque;burgers;american (traditional);american (new);gas stations;car wash,American
Singh Meadows,1490 E Weber Dr,Tempe,AZ,85281,33.4440839,-111.914724,4.5,16,restaurants;food;cafes;farmers market,American
Half Moon Sports Grill,"288 E Greenway Pkwy, Ste 103",Phoenix,AZ,85022,33.63701394,-112.0701481,3.5,241,burgers;nightlife;sandwiches;restaurants;bars;american (new);sports bars,American
Burger King,15250 W Mcdowell Rd,Goodyear,AZ,85395,33.46502732,-112.3869372,3.0,6,fast food;restaurants;burgers,American
5 & Diner,960 N 54th St,Chandler,AZ,85226,33.3188466,-111.9695826,3.0,13,diners;american (traditional);restaurants,American
KFC,1749 W. Bethany Home Rd.,Phoenix,AZ,85015,33.5239,-112.097,1.5,41,restaurants;chicken wings;fast food,American
The Lakes Restaurant At Westbrook,19260 N Westbrook Pkwy,Peoria,AZ,85382,33.6592685,-112.2659175,3.5,3,restaurants,American
Sala Thai,432 N Litchfield Rd,Goodyear,AZ,85338,33.452315,-112.3598032,4.0,75,thai;restaurants,Thai
Villa Deli,15610 N 35th Ave,Phoenix,AZ,85053,33.627324,-112.134581,4.0,74,delis;pizza;restaurants;food;desserts,Italian
Cork Restaurant,"4991 S Alma School Rd, Ste 101",Chandler,AZ,85248,33.235134,-111.857908,4.0,146,american (new);restaurants,American
19th Donut Hole,"116 N Lindsay Rd, Ste 17",Mesa,AZ,85213,33.4180666,-111.7720394,4.0,69,bakeries;donuts;breakfast & brunch;food;restaurants,American
Steakies Cheesesteaks,9845 S Priest Dr,Tempe,AZ,85284,33.3216697,-111.9623937,3.5,28,restaurants;cheesesteaks;sandwiches,American
Yum Yum China,2000 E Rio Salado Pkwy,Tempe,AZ,85281,33.4326624,-111.9035214,3.0,18,chinese;food;restaurants,Chinese
Flancer's,"610 N Gilbert Rd, Ste 300",Gilbert,AZ,85234,33.360832,-111.790056,4.0,323,sandwiches;pizza;restaurants;burgers,Italian
The Australian AZ,5830 W Bell Rd,Glendale,AZ,85308,33.6391577,-112.1851104,3.0,25,nightlife;restaurants;sandwiches;sports bars;burgers;bars;australian,American
